"","cap-shape","cap-surface","cap-color","bruises","odor","gill-attachment","gill-spacing","gill-size","gill-color","stalk-shape","stalk-root","stalk-surface-above-ring","stalk-surface-below-ring","stalk-color-above-ring","stalk-color-below-ring","veil-type","veil-color","ring-number","ring-type","spore-print-color","population","class"
"828","f","f","w","TRUE","a","FALSE","w","n","w","t","b","s","s","w","w","p","w","o","p","u","v","e"
"1144","x","s","w","FALSE","n","FALSE","w","b","k","t","e","s","f","w","w","p","w","o","e","k","a","e"
"8064","k","f","w","FALSE","n","FALSE","w","b","w","e","?","k","s","w","w","p","w","t","p","w","s","e"
"4160","f","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","g","p","p","w","o","p","k","y","e"
"3379","f","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","g","g","p","w","o","p","k","v","e"
"2153","x","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","p","g","p","w","o","p","n","v","e"
"1186","f","s","w","FALSE","n","FALSE","w","b","n","t","e","f","f","w","w","p","w","o","e","n","a","e"
"2131","x","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","p","w","p","w","o","p","k","v","e"
"1838","f","f","w","FALSE","n","FALSE","w","b","h","t","e","f","f","w","w","p","w","o","e","n","s","e"
"2277","x","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","p","g","p","w","o","p","k","y","e"
"2929","x","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","g","p","p","w","o","p","n","y","e"
"2375","x","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","w","g","p","w","o","p","n","y","e"
"561","b","s","y","TRUE","a","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","e"
"3383","x","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","p","p","w","o","p","n","y","e"
"2743","x","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","w","w","p","w","o","p","k","y","e"
"1423","x","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","g","p","p","w","o","p","n","v","e"
"7928","k","s","n","FALSE","n",NA,"c","b","o","e","?","s","s","o","o","p","n","o","p","o","c","e"
"2141","x","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","p","w","p","w","o","p","k","v","e"
"2070","x","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","k","y","e"
"3106","f","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","g","p","p","w","o","p","k","v","e"
"7958","k","s","n","FALSE","n",NA,"c","b","n","e","?","s","s","o","o","p","n","o","p","o","c","e"
"710","b","y","y","TRUE","a","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"2002","x","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","g","w","p","w","o","p","n","v","e"
"2710","x","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","w","w","p","w","o","p","k","v","e"
"7819","b","s","g","FALSE","n","FALSE","w","b","g","e","?","s","s","w","w","p","w","t","p","w","n","e"
"450","x","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","g","p","p","w","o","p","n","y","e"
"150","b","y","w","TRUE","a","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"1835","x","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","g","g","p","w","o","p","n","v","e"
"6069","x","f","w","FALSE","n","FALSE","w","b","w","e","?","k","k","w","w","p","w","t","p","w","n","e"
"491","f","f","y","TRUE","a","FALSE","w","n","n","t","b","s","s","w","w","p","w","o","p","u","v","e"
"2916","x","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","g","p","w","o","p","n","v","e"
"2188","x","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","p","w","p","w","o","p","k","y","e"
"2744","f","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","p","g","p","w","o","p","k","v","e"
"5876","x","y","u","FALSE","n","FALSE","c","n","u","e","?","s","f","w","w","p","w","o","f","h","y","e"
"1130","x","f","g","FALSE","n","FALSE","w","b","k","t","e","s","f","w","w","p","w","o","e","k","a","e"
"7374","b","s","g","FALSE","n","FALSE","w","b","p","e","?","s","k","w","w","p","w","t","p","w","s","e"
"1715","f","f","w","FALSE","n","FALSE","w","b","p","t","e","s","f","w","w","p","w","o","e","n","a","e"
"1654","x","s","g","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","n","s","e"
"1095","x","s","g","FALSE","n","FALSE","w","b","p","t","e","f","f","w","w","p","w","o","e","n","a","e"
"2458","x","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","w","w","p","w","o","p","n","v","e"
"3416","f","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","n","y","e"
"1537","x","s","g","FALSE","n","FALSE","w","b","p","t","e","f","f","w","w","p","w","o","e","k","a","e"
"2605","f","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","g","w","p","w","o","p","n","v","e"
"2711","x","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","g","w","p","w","o","p","k","v","e"
"2243","f","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","w","w","p","w","o","p","k","y","e"
"7538","x","s","n","FALSE","n",NA,"c","b","y","e","?","s","s","o","o","p","o","o","p","y","c","e"
"2434","x","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","p","w","p","w","o","p","n","y","e"
"1903","f","f","n","FALSE","n","FALSE","w","b","k","t","e","s","f","w","w","p","w","o","e","n","a","e"
"3804","f","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","g","g","p","w","o","p","k","v","e"
"7142","b","s","w","FALSE","n","FALSE","w","b","p","e","?","k","s","w","w","p","w","t","p","w","n","e"
"1712","x","f","g","FALSE","n","FALSE","w","b","h","t","e","f","f","w","w","p","w","o","e","k","s","e"
"1252","x","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","w","w","p","w","o","p","n","v","e"
"1129","x","f","w","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","n","a","e"
"2709","x","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","g","p","w","o","p","k","y","e"
"4631","f","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","k","v","e"
"1573","x","f","n","FALSE","n","FALSE","w","b","n","t","e","f","s","w","w","p","w","o","e","n","a","e"
"1759","x","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","p","p","p","w","o","p","n","v","e"
"50","f","y","y","TRUE","l","FALSE","c","b","w","e","r","s","y","w","w","p","w","o","p","k","s","e"
"1174","x","f","n","FALSE","n","FALSE","c","n","g","e","e","s","s","w","w","p","w","o","p","k","v","e"
"1658","f","f","g","FALSE","n","FALSE","w","b","p","t","e","s","s","w","w","p","w","o","e","n","s","e"
"7705","f","s","g","TRUE","n","FALSE","c","b","w","e","b","s","s","w","w","p","w","t","p","w","y","e"
"2520","x","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","n","y","e"
"5908","x","s","p","TRUE","n","FALSE","c","b","w","e","?","s","s","w","e","p","w","t","e","w","c","e"
"2806","f","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","p","p","w","o","p","k","y","e"
"2933","x","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","g","g","p","w","o","p","k","y","e"
"2419","x","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","p","g","p","w","o","p","k","y","e"
"2834","f","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","p","p","w","o","p","k","y","e"
"3911","f","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","k","y","e"
"806","f","y","y","TRUE","l","FALSE","c","b","w","e","r","s","y","w","w","p","w","o","p","k","s","e"
"2492","x","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","g","w","p","w","o","p","n","y","e"
"817","x","y","n","TRUE","a","FALSE","c","b","p","e","r","s","y","w","w","p","w","o","p","k","y","e"
"5696","f","s","n","TRUE","n","FALSE","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","e"
"2103","x","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","p","w","p","w","o","p","n","v","e"
"5231","k","y","p","TRUE","n","FALSE","c","b","w","e","?","s","s","w","e","p","w","t","e","w","c","e"
"877","x","y","w","TRUE","a","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","e"
"616","b","s","w","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","e"
"2978","x","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","g","p","p","w","o","p","n","y","e"
"2714","x","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","w","p","p","w","o","p","k","y","e"
"7480","b","f","g","FALSE","n","FALSE","w","b","w","e","?","k","k","w","w","p","w","t","p","w","s","e"
"7783","b","s","n","FALSE","n",NA,"c","b","y","e","?","s","s","o","o","p","o","o","p","o","v","e"
"7989","b","s","n","FALSE","n",NA,"c","b","o","e","?","s","s","o","o","p","o","o","p","b","c","e"
"5896","x","y","w","FALSE","n","FALSE","c","n","p","e","?","s","f","w","w","p","w","o","f","h","v","e"
"2334","x","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","w","g","p","w","o","p","n","y","e"
"1366","f","f","w","FALSE","n","FALSE","w","b","p","t","e","f","f","w","w","p","w","o","e","n","s","e"
"2446","x","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","n","y","e"
"4114","f","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","p","w","p","w","o","p","n","v","e"
"3432","f","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","p","w","p","w","o","p","k","v","e"
"3311","f","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","p","w","p","w","o","p","n","v","e"
"7923","k","s","n","FALSE","n",NA,"c","b","o","e","?","s","s","o","o","p","o","o","p","y","c","e"
"571","x","s","w","TRUE","a","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","e"
"3114","f","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","g","p","p","w","o","p","k","v","e"
"2746","x","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","n","y","e"
"452","b","s","w","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"2078","f","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","w","w","p","w","o","p","n","y","e"
"1999","x","s","n","FALSE","n","FALSE","w","b","k","t","e","f","f","w","w","p","w","o","e","k","a","e"
"8057","b","s","n","FALSE","n",NA,"c","b","o","e","?","s","s","o","o","p","o","o","p","y","v","e"
"7111","b","f","w","FALSE","n","FALSE","w","b","w","e","?","s","s","w","w","p","w","t","p","w","n","e"
"1959","x","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","w","g","p","w","o","p","n","y","e"
"4358","x","s","e","TRUE","n","FALSE","c","b","e","e","?","s","s","w","e","p","w","t","e","w","c","e"
"3348","f","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","w","w","p","w","o","p","n","y","e"
"1198","b","y","w","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","e"
"7026","k","s","n","FALSE","n",NA,"c","b","y","e","?","s","s","o","o","p","n","o","p","b","c","e"
"7104","b","s","w","FALSE","n","FALSE","w","b","p","e","?","s","k","w","w","p","w","t","p","w","s","e"
"2064","x","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","w","p","w","o","p","n","v","e"
"7773","b","s","g","FALSE","n","FALSE","w","b","w","e","?","s","k","w","w","p","w","t","p","w","s","e"
"2229","x","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","g","g","p","w","o","p","k","y","e"
"2410","f","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","p","g","p","w","o","p","n","y","e"
"2817","x","f","n","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","k","y","e"
"3134","f","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","p","p","w","o","p","n","v","e"
"2591","x","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","k","y","e"
"3949","f","f","e","TRUE","n","FALSE","c","b","p","t","b","s","s","g","g","p","w","o","p","n","v","e"
"8052","x","f","w","FALSE","n","FALSE","w","b","w","e","?","s","k","w","w","p","w","t","p","w","s","e"
"3495","f","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","w","w","p","w","o","p","k","y","e"
"3601","f","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","p","p","w","o","p","k","y","e"
"4718","f","y","u","FALSE","n","FALSE","c","n","u","e","?","s","f","w","w","p","w","o","f","h","v","e"
"7561","x","f","g","FALSE","n","FALSE","w","b","w","e","?","k","s","w","w","p","w","t","p","w","n","e"
"823","b","s","y","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","e"
"2257","f","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","w","w","p","w","o","p","n","y","e"
"995","f","s","w","FALSE","n","FALSE","w","b","k","t","e","s","f","w","w","p","w","o","e","k","s","e"
"1280","f","s","w","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","n","s","e"
"683","x","f","y","TRUE","a","FALSE","w","n","w","t","b","s","s","w","w","p","w","o","p","u","v","e"
"1856","x","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","w","p","w","o","p","n","y","e"
"2756","f","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","w","g","p","w","o","p","n","v","e"
"2488","x","s","w","FALSE","n","FALSE","w","b","k","t","e","s","s","w","w","p","w","o","e","n","s","e"
"2556","x","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","n","v","e"
"612","x","f","g","FALSE","n","FALSE","w","b","n","t","e","s","f","w","w","p","w","o","e","n","s","e"
"2863","x","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","g","g","p","w","o","p","k","v","e"
"1288","f","s","g","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","k","s","e"
"1737","x","s","n","FALSE","n","FALSE","w","b","p","t","e","f","s","w","w","p","w","o","e","k","a","e"
"2117","x","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","g","p","w","o","p","k","y","e"
"127","b","s","y","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","e"
"3488","f","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","p","g","p","w","o","p","k","y","e"
"3408","x","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","w","p","w","o","p","k","y","e"
"3652","f","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","w","p","p","w","o","p","k","v","e"
"2182","x","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","g","p","p","w","o","p","n","v","e"
"5493","k","y","e","TRUE","n","FALSE","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","e"
"1771","x","s","g","FALSE","n","FALSE","w","b","k","t","e","f","f","w","w","p","w","o","e","k","a","e"
"787","x","f","n","FALSE","n","FALSE","c","n","n","e","e","s","s","w","w","p","w","o","p","k","v","e"
"5682","f","y","u","FALSE","n","FALSE","c","n","w","e","?","s","f","w","w","p","w","o","f","h","v","e"
"1511","x","f","w","FALSE","n","FALSE","w","b","n","t","e","f","s","w","w","p","w","o","e","n","a","e"
"7748","b","s","g","FALSE","n","FALSE","w","b","w","e","?","k","k","w","w","p","w","t","p","w","n","e"
"7201","k","f","g","FALSE","n","FALSE","w","b","w","e","?","s","s","w","w","p","w","t","p","w","n","e"
"2897","x","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","p","p","p","w","o","p","k","v","e"
"154","s","f","n","FALSE","n","FALSE","c","n","k","e","e","s","s","w","w","p","w","o","p","k","v","e"
"923","x","y","y","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","e"
"2654","f","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","p","w","p","w","o","p","k","y","e"
"5716","x","y","p","TRUE","n","FALSE","c","b","w","e","?","s","s","w","e","p","w","t","e","w","c","e"
"7530","b","s","g","FALSE","n","FALSE","w","b","p","e","?","k","s","w","w","p","w","t","p","w","n","e"
"2706","x","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","w","g","p","w","o","p","k","v","e"
"396","x","f","g","FALSE","n","FALSE","w","b","h","t","e","f","f","w","w","p","w","o","e","n","a","e"
"2516","f","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","w","w","p","w","o","p","k","v","e"
"5777","f","y","c","FALSE","n","FALSE","w","n","w","e","b","f","f","w","n","p","w","o","e","w","v","e"
"4063","f","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","w","w","p","w","o","p","k","y","e"
"7447","b","s","n","FALSE","n",NA,"c","b","n","e","?","s","s","o","o","p","n","o","p","b","c","e"
"2952","x","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","p","g","p","w","o","p","n","v","e"
"2009","f","f","n","FALSE","n","FALSE","w","b","n","t","e","f","f","w","w","p","w","o","e","k","a","e"
"1824","f","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","p","g","p","w","o","p","n","y","e"
"1024","x","y","w","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"7124","k","s","w","FALSE","n","FALSE","w","b","w","e","?","s","k","w","w","p","w","t","p","w","n","e"
"3831","f","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","p","w","p","w","o","p","n","y","e"
"3897","f","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","w","p","w","o","p","k","v","e"
"1359","f","f","n","FALSE","n","FALSE","w","b","n","t","e","f","s","w","w","p","w","o","e","n","a","e"
"2392","x","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","k","y","e"
"3590","x","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","g","g","p","w","o","p","n","v","e"
"3861","x","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","w","w","p","w","o","p","n","v","e"
"6280","b","s","w","FALSE","n","FALSE","w","b","p","e","?","k","k","w","w","p","w","t","p","w","s","e"
"3594","f","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","g","p","w","o","p","k","y","e"
"1698","f","f","g","FALSE","n","FALSE","w","b","n","t","e","f","s","w","w","p","w","o","e","n","a","e"
"956","b","s","w","TRUE","l","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","e"
"1713","x","f","n","TRUE","n","FALSE","c","b","w","t","b","s","s","g","p","p","w","o","p","n","v","e"
"884","x","y","w","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","e"
"1651","x","f","n","FALSE","n","FALSE","w","b","p","t","e","f","s","w","w","p","w","o","e","n","a","e"
"2614","x","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","g","g","p","w","o","p","n","y","e"
"1966","f","s","n","FALSE","n","FALSE","w","b","p","t","e","s","s","w","w","p","w","o","e","k","s","e"
"2532","x","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","p","p","p","w","o","p","k","y","e"
"579","x","y","y","TRUE","l","FALSE","c","b","w","e","r","s","y","w","w","p","w","o","p","n","y","e"
"4612","f","y","b","TRUE","n","FALSE","c","b","w","e","?","s","s","w","w","p","w","t","e","w","c","e"
"984","x","f","n","FALSE","n","FALSE","w","b","k","t","e","s","s","w","w","p","w","o","e","n","s","e"
"7120","k","f","w","FALSE","n","FALSE","w","b","w","e","?","k","k","w","w","p","w","t","p","w","n","e"
"5480","k","y","p","TRUE","n","FALSE","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","e"
"3620","x","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","k","v","e"
"3256","f","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","p","g","p","w","o","p","n","v","e"
"77","x","s","w","TRUE","l","FALSE","w","n","n","t","b","s","s","w","w","p","w","o","p","u","v","e"
"2319","x","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","w","w","p","w","o","p","k","y","e"
"1592","x","f","g","FALSE","n","FALSE","w","b","n","t","e","f","s","w","w","p","w","o","e","n","s","e"
"504","b","s","y","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","e"
"1390","x","f","n","FALSE","n","FALSE","w","b","k","t","e","s","f","w","w","p","w","o","e","n","s","e"
"7718","b","y","n","FALSE","n","FALSE","c","b","w","e","b","y","y","n","n","p","w","t","p","w","y","e"
"1111","f","f","n","FALSE","n","FALSE","w","b","k","t","e","f","s","w","w","p","w","o","e","k","a","e"
"7594","k","s","w","FALSE","n","FALSE","w","b","p","e","?","s","k","w","w","p","w","t","p","w","s","e"
"357","f","y","n","TRUE","a","FALSE","c","b","p","e","r","s","y","w","w","p","w","o","p","n","y","e"
"141","x","y","n","TRUE","a","FALSE","c","b","w","e","r","s","y","w","w","p","w","o","p","k","y","e"
"2825","x","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","w","w","p","w","o","p","k","y","e"
"3734","f","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","k","v","e"
"2266","x","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","w","p","w","o","p","k","y","e"
"1012","x","s","w","FALSE","n","FALSE","w","b","k","t","e","s","s","w","w","p","w","o","e","k","s","e"
"1851","f","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","p","p","w","o","p","k","v","e"
"1251","x","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","g","p","p","w","o","p","n","y","e"
"2543","f","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","g","p","w","o","p","n","y","e"
"2613","f","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","w","g","p","w","o","p","n","y","e"
"189","b","y","y","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","e"
"5895","x","s","e","TRUE","n","FALSE","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","e"
"1818","f","s","n","FALSE","n","FALSE","w","b","k","t","e","f","s","w","w","p","w","o","e","n","a","e"
"5977","k","s","e","TRUE","n","FALSE","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","e"
"1962","x","f","g","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","k","s","e"
"3339","f","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","g","p","w","o","p","n","y","e"
"2976","x","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","k","y","e"
"2203","f","f","n","TRUE","n","FALSE","c","b","w","t","b","s","s","p","p","p","w","o","p","k","v","e"
"4069","f","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","p","p","w","o","p","n","y","e"
"691","b","s","y","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","e"
"808","x","y","y","TRUE","a","FALSE","c","b","p","e","r","s","y","w","w","p","w","o","p","k","y","e"
"1518","f","f","n","FALSE","n","FALSE","w","b","n","t","e","s","f","w","w","p","w","o","e","n","s","e"
"3828","f","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","k","y","e"
"5180","f","s","n","TRUE","n","FALSE","c","b","w","e","?","s","s","e","w","p","w","t","e","w","c","e"
"3250","f","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","p","g","p","w","o","p","n","y","e"
"2648","f","f","w","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","k","s","e"
"2907","x","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","p","g","p","w","o","p","k","y","e"
"3040","f","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","w","g","p","w","o","p","k","v","e"
"3658","f","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","p","p","p","w","o","p","n","v","e"
"8097","k","f","w","FALSE","n","FALSE","w","b","w","e","?","k","s","w","w","p","w","t","p","w","n","e"
"1561","x","f","g","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","n","a","e"
"1499","x","f","n","FALSE","n","FALSE","w","b","k","t","e","s","f","w","w","p","w","o","e","k","a","e"
"4932","x","y","e","TRUE","n","FALSE","c","b","e","e","?","s","s","e","e","p","w","t","e","w","c","e"
"1602","f","s","g","FALSE","n","FALSE","w","b","k","t","e","f","f","w","w","p","w","o","e","k","a","e"
"144","f","y","n","TRUE","a","FALSE","c","b","w","e","r","s","y","w","w","p","w","o","p","k","y","e"
"2417","f","f","n","TRUE","n","FALSE","c","b","w","t","b","s","s","g","p","p","w","o","p","n","v","e"
"3117","f","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","g","w","p","w","o","p","k","y","e"
"2164","x","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","w","p","p","w","o","p","k","y","e"
"2300","x","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","p","p","w","o","p","k","v","e"
"1972","f","f","n","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","n","s","e"
"4985","f","y","u","FALSE","n","FALSE","c","n","w","e","?","s","f","w","w","p","w","o","f","h","y","e"
"3108","f","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","k","v","e"
"3164","f","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","w","p","w","o","p","k","v","e"
"393","b","y","w","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","e"
"633","x","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","k","v","e"
"2433","x","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","w","g","p","w","o","p","n","y","e"
"590","x","y","w","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","e"
"4004","f","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","g","p","p","w","o","p","k","y","e"
"3810","f","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","n","y","e"
"3586","f","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","w","g","p","w","o","p","k","v","e"
"2528","x","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","w","w","p","w","o","p","k","y","e"
"2610","x","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","n","v","e"
"1335","f","s","w","FALSE","n","FALSE","w","b","h","t","e","s","s","w","w","p","w","o","e","k","a","e"
"2788","x","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","g","g","p","w","o","p","n","y","e"
"1496","f","f","n","FALSE","n","FALSE","w","b","n","t","e","s","s","w","w","p","w","o","e","k","s","e"
"187","b","s","w","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","e"
"83","f","f","g","FALSE","n","FALSE","c","n","n","e","e","s","s","w","w","p","w","o","p","n","y","e"
"1751","x","f","g","FALSE","n","FALSE","w","b","k","t","e","f","f","w","w","p","w","o","e","n","s","e"
"1318","x","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","k","y","e"
"271","x","s","w","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","e"
"952","b","s","y","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","e"
"567","x","y","y","TRUE","a","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","e"
